,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Listing,Location,Address1,Address2,Address3,Price,Arrangement,Num_Bedrm,Num_Bathrm,Area,Condominium,Neighborhood_Rating,Gymnasium,CCTV,Utility room,Indoor Pool,Air conditioning,Alarm System,Amphitheater,Balcony,Bar,Basement Parking,Billiards table,Broadband internet available,Built-in wardrobes,Business Center,Central air conditioning,Clinic,Club House,Drying Area,Elevators,Ensuite,Entertainment room,Fire exits,Fitness center,Floorboards,Function Room,Game Room,Gas heating,Gym,Health Club,Hydronic heating,Indoor spa,Indoor Tree House,Intercom,Jacuzzi,Laundry Area,Lobby,Lounge,Maids Room,Meeting rooms,Multi-Purpose Hall,Open fireplace,Pay TV access,Powder room,Reception Area,Sauna,Shower rooms,Sky lounge,Smoke detector,Social hall,Split-system heating,Study room,Theater,Wi-Fi,Daycare Center,Fire Alarm,Fire sprinkler system,Courtyard,Library,Function area,Pond,Helipad,Open space,24-hour security,Spa,Shops,Study area,Golf Area,Badminton court,Basketball court,Carport,Deck,Fully fenced,Garage,Garden,Gazebo,Jogging path,Landscaped Garden,Multi-purpose lawn,Open car spaces,Outdoor spa,Parking lot,Parks,Playground,Pool bar,Remote garage,Secure parking,Sports facilities,Swimming pool,Tennis court
39,39,39,39,39,39,"New 2BR Fully Furnished Condo at Pacific Coast Residences, BF Homes Las PInas","Philippines, 1742, Las Piñas, Tropical Ave B.F. International Village, Las Piñas",Metro Manila,Las Piñas,B.F. International Village,"₱ 25,000",Monthly,2,1,45.0,Pacific Coast Residences,3.76,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
40,40,40,40,40,40,2BR w/balcony Ohana Place,"Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 35,000",Monthly,2,1,66.0,Ohana Place,4.92,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
41,41,41,41,41,41,For rent: 32.5 sqm studio@Amaia Steps Alabang,"Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 28,000",Monthly,1,1,32.5,Amaia Steps Alabang,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,42,42,42,42,42,2 Bedroom For Rent in South Residences Las piñas,"Pilar, Las Piñas",Metro Manila,Las Piñas,Pilar,"₱ 35,000",Monthly,2,1,0.0,South Residences,4.4,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
43,43,43,43,43,43,2 Bedroom with Parking at Ohana Place Fully Furnished,"Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 35,000",Monthly,2,1,57.0,Ohana Place,4.92,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0
44,44,44,44,44,44,Contemporary Studio Type in Las Pinas for rent,"B.F. International Village, Las Piñas",Metro Manila,Las Piñas,B.F. International Village,"₱ 17,000",,1,1,30.1,Pacific Coast Residences,3.76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
45,45,45,45,45,45,2 Bedroom 2 Balconies Condominium For Rent,"Pulang Lupa Uno, Las Piñas",Metro Manila,Las Piñas,Pulang Lupa Uno,"₱ 20,000",Monthly,2,1,63.0,Maricielo Villas,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46,46,46,46,46,Condo for rent in Las Pinas Metro Manila,"mapayapa village c5 extension Pulang Lupa Uno, Las Piñas",Metro Manila,Las Piñas,Pulang Lupa Uno,"₱ 15,000",Monthly,1,1,24.0,Bria Flats Las Pinas,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
47,47,47,47,47,47,2 Bedroom Condo Unit for Rent Las Pinas at Ohana Place,"Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 30,000",Monthly,2,1,49.0,Ohana Place,4.92,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
48,48,48,48,48,48,Almanza Metropolis Condominium 2BR Long term lease,"Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 27,888",Monthly,2,1,38.5,Almanza Metropolis Condominium,4.92,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49,49,49,49,49,49,50sqm 2-Bedroom Open Plan Unit for Rent in Alabang (Amaia Steps Alabang),"Unit 627, Aria Tower, Amaia Steps Alabang, Almanza Uno, Alabang-Zapote Road, Las Pinas City Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 40,000",Monthly,2,1,50.0,Amaia Steps Alabang,5.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
50,50,50,50,50,50,For rent studio type apartment,"Philippines, 1746, Las Piñas, Alabang-Zapote Rd Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 15,000",Monthly,1,1,20.0,Torre Sur,4.42,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
51,51,51,51,51,51,Condo for Rent at Las Piñas Area,"Km17 Alabang-Zapote Road Talon Dos, Las Piñas",Metro Manila,Las Piñas,Talon Dos,"₱ 25,000",Monthly,1,1,25.0,Royal Palm Villa,4.33,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
52,52,52,52,52,52,1 37.5 sqm. Bedroom Condo Unit - Pacific Coast Residences BF Las Pinas,"Pacific Coast Residences Tropical Avenue cor. Montreal St. BF Homes Subdivision, Phase 4, Las Piñas B.F. International Village, Las Piñas",Metro Manila,Las Piñas,B.F. International Village,"₱ 20,000",,1,1,37.5,Pacific Coast Residences,3.76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
53,53,53,53,53,53,Ohana Las Pinas 2 bedrm Semi Furnished Condo for Rent,"Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 35,000",Monthly,2,1,47.0,Ohana Place,4.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
54,54,54,54,54,54,"Studio Unit for Rent in Torre Lorenzo Sur, Las Piñas","Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 17,000",Monthly,1,1,20.0,Torre Sur,4.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,55,55,55,55,55,Ohana Place Residences 3-Bedroom Fully Furnished With Cable Tv-Landline-Very Strong Wifi (20-Mbps) (Just 3-Minutes From Ayala Alabang),"Alabang-Zapote Road, Almanza Uno, Las Pinas City (3-Minutes from Ayala Alabang) Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 45,000",,3,2,66.0,Ohana Place,4.92,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56,56,56,56,56,56,Studio type Condominium in Paseo Verde @ Real at Las Piñas City,"Diego Cera Avenue corner Carlos P. Garcia Ave. Ext., Roxas Tower 1, Las Pinas, 1742 Manila, Philippines Pulang Lupa Uno, Las Piñas",Metro Manila,Las Piñas,Pulang Lupa Uno,"₱ 18,000",Monthly,1,1,27.0,Paseo Verde at Real,5.0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0
57,57,57,57,57,57,Studio Stype Furnished Condominium For Rent,"Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 20,000",Monthly,1,1,25.0,Amaia Steps Alabang,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
58,58,58,58,58,58,semi furnished 2 bedroom 5 mins from Madrigal Business Park,"Lotus Street, TS Cruz Subdivision, Almanza ll, Las Piñas City Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 17,300",,2,1,40.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,59,59,59,59,59,1 Bedroom Condo Unit for rent at Torre Sur,"Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 20,000",Monthly,1,1,25.36,Torre Sur,4.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,60,60,60,60,60,1 apartment condo unit for rent at Amaia Steps – Alabang.,"Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 20,000",Monthly,1,1,24.0,Amaia Steps,4.92,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,61,61,61,61,61,1 Bedroom Condo Unit (Facing the Manila Bay View),"Philippines, Las Piñas, Pamplona Tres, Alabang-Zapote Rd Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 25,000",Monthly,1,1,676.0,Torre Sur,4.42,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62,62,62,62,62,62,Condo for rent SM South Residence near SM Southmall,"SM Southmall Pilar, Las Piñas",Metro Manila,Las Piñas,Pilar,"₱ 25,000",Monthly,1,1,24.0,South Residences,4.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
63,63,63,63,63,63,Furnished 1 Bedroom Condo Unit at the back of SM Las Pinas - For Rent,"Baltazar St., Las Pinas City Talon Dos, Las Piñas",Metro Manila,Las Piñas,Talon Dos,"₱ 17,000",Monthly,1,1,23.0,Royal Palm Villa,4.33,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
64,64,64,64,64,64,Ohana Place Las Pinas 2 bedroom Condo for Rent,"Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 32,000",Monthly,2,1,47.0,Ohana Place,4.92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65,65,65,65,65,65,2BR Low Rise furnished condo at Pacific Coast BF Homes Las Pinas,"1600 Tropical avenue, corner Montreal St BF Homes In't', Las Pinas B.F. International Village, Las Piñas",Metro Manila,Las Piñas,B.F. International Village,"₱ 25,000",,2,1,47.0,Pacific Coast Residences,3.76,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
66,66,66,66,66,66,Torre Sur 1 Bedroom Condo unit for Rent,"Torre sur alabang- zapote road pamplona tres las pinas city Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 23,000",Monthly,1,1,26.0,Torre Sur,4.42,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
67,67,67,67,67,67,2-Bedroom Condominium Unit with Balcony and own Drying Cage,"Pulang Lupa Uno, Las Piñas",Metro Manila,Las Piñas,Pulang Lupa Uno,"₱ 28,000",Monthly,2,1,63.0,Maricielo Villas,5.0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0
68,68,68,68,68,68,One Bedroom Condo Unit For Rent,"Ilaya, Las Piñas",Metro Manila,Las Piñas,Ilaya,"₱ 20,000",Monthly,1,1,32.63,Casa De Sequoia,5.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
69,69,69,69,69,69,Torre Sur 1BR Condo Unit for Rent,"Alabang–Zapote Road, Las Pinas, NCR, Philippines Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 22,000",,1,1,25.36,0,4.42,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70,70,70,70,70,70,Amaia Steps Alabang - 1- bedroom fully furnished,"Philippines, Las Piñas, Almanza Uno, Alabang-Zapote Rd Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 32,000",Monthly,1,1,32.0,Amaia Steps Alabang,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
71,71,71,71,71,71,Complete 1-Bedroom For Lease in South Residences,"SM South Mall Complex Pilar, Las Piñas",Metro Manila,Las Piñas,Pilar,"₱ 29,000",Monthly,1,1,23.0,South Residences,4.4,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0
72,72,72,72,72,72,For Rent! Fully Furnished 2 Bedroom with Balcony,"Unit 0821 8th Floor Tower 1 South Residences Condominium Pilar, Las Piñas",Metro Manila,Las Piñas,Pilar,"₱ 35,000",Monthly,2,1,37.0,South Residences,4.4,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
73,73,73,73,73,73,Alabang Studio Unit for rent,"Alabang-Zapote Road Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 18,000",Monthly,1,1,24.37,Amaia Steps Alabang,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,74,74,74,74,74,SMDC 2 Bedroom Unit at South Residences,"Pilar, Las Piñas",Metro Manila,Las Piñas,Pilar,"₱ 50,000",Monthly,2,1,36.0,South Residences,4.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
75,75,75,75,75,75,Rush for Rent 2BR unit Amaia Steps Alabang,"Amaia Steps, Almanzo Uno, Alabang Almanza Dos, Las Piñas",Metro Manila,Las Piñas,Almanza Dos,"₱ 40,000",Monthly,2,1,49.0,Amaia Steps Alabang,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
76,76,76,76,76,76,Studio Type with large balcony at Torre Sur,"Philippines, Las Piñas, Pamplona Tres Pamplona Tres, Las Piñas",Metro Manila,Las Piñas,Pamplona Tres,"₱ 20,000",Monthly,1,1,26.25,Torre Sur,4.42,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77,77,77,77,77,77,2-bedroom condo unit behind SM Southmall,"Pilar, Las Piñas",Metro Manila,Las Piñas,Pilar,"₱ 36,000",Monthly,2,1,37.0,South Residences,4.4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
78,78,78,78,78,78,"For rent, Fully furnished Condo Penthouse in Las Piñas City near SM Southmall","Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 28,000",Monthly,2,1,37.0,Metropolis Almanza Uno,4.92,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0
79,79,79,79,79,79,"Studio Unit For Rent Paseo Verde C5 Pulang Lupa 1, Las Pinas City","Pulang Lupa Uno, Las Piñas",Metro Manila,Las Piñas,Pulang Lupa Uno,"₱ 28,000",Monthly,1,1,24.3,Paseo Verde,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,80,80,80,80,80,One bedroom Fully Furnished for Staff house at Casa De Sequoia,"Philippines, Metro Manila, 1740, Las Piñas, Elias Aldana, P. Diego Cera Ave Ilaya, Las Piñas",Metro Manila,Las Piñas,Ilaya,"₱ 25,000",Monthly,1,1,36.0,Casa De Sequoia,5.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,81,81,81,81,81,DMCI Maricielo Villas Condominium for rent,"Pulang Lupa Uno, Las Piñas",Metro Manila,Las Piñas,Pulang Lupa Uno,"₱ 35,000",Monthly,2,1,58.0,Maricielo Villas,5.0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
82,82,82,82,82,82,Ohana Place Residences 2 Bedroom Condo for Rent Alabang Muntinlupa,"Almanza Uno, Las Piñas",Metro Manila,Las Piñas,Almanza Uno,"₱ 35,000",Monthly,2,1,54.0,Ohana Place,4.92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
