,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Listing,Location,Address1,Address2,Address3,Price,Arrangement,Num_Bedrm,Num_Bathrm,Area,Condominium,Neighborhood_Rating,Gymnasium,CCTV,Utility room,Indoor Pool,Air conditioning,Alarm System,Amphitheater,Balcony,Bar,Basement Parking,Billiards table,Broadband internet available,Built-in wardrobes,Business Center,Central air conditioning,Clinic,Club House,Drying Area,Elevators,Ensuite,Entertainment room,Fire exits,Fitness center,Floorboards,Function Room,Game Room,Gas heating,Gym,Health Club,Hydronic heating,Indoor spa,Indoor Tree House,Intercom,Jacuzzi,Laundry Area,Lobby,Lounge,Maids Room,Meeting rooms,Multi-Purpose Hall,Open fireplace,Pay TV access,Powder room,Reception Area,Sauna,Shower rooms,Sky lounge,Smoke detector,Social hall,Split-system heating,Study room,Theater,Wi-Fi,Daycare Center,Fire Alarm,Fire sprinkler system,Courtyard,Sauna.1,Library,Function area,Pond,Helipad,Open space,24-hour security,Drying area,Gazebos,Spa,Shops,Study area,Golf Area,Badminton court,Balcony.1,Basketball court,Carport,Clubhouse,Deck,Fully fenced,Garage,Garden,Gazebo,Health Club.1,Jacuzzi.1,Jogging path,Landscaped Garden,Multi-purpose lawn,Open car spaces,Outdoor spa,Parking lot,Parks,Playground,Pool bar,Remote garage,Secure parking,Shower rooms.1,Sports facilities,Swimming pool,Tennis court
68,68,68,68,68,"Studio unit for rent at The Eisenhower Condominium, Greenhills, San Juan City","# 7 Eisenhower St., Greenhills, San Juan City Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 24,000",Monthly,1,1,38.81,The Eisenhower Condominium,4.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,69,69,69,69,Greenhills Office Unit For Rent (Close to Greenhills Shopping Center),"Unit 413, Sunrise Office Condominium, 226 Ortigas Ave., Greenhills, San Juan Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 40,000",Monthly,1,1,74.0,Sunrise Condominium,4.91,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70,70,70,70,70,2 Bedroom Condominium for rent in Greenhills San Juan City,"Philippines, San Juan, Greenhills Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 55,000",Monthly,2,2,128.0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,71,71,71,71,Ortigas Viridian Greenhills beautiful studio for rent,"Connecticut, San Juan, Metro Manila Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 45,000",Monthly,1,1,48.0,Viridian in Greenhills,4.91,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72,72,72,72,72,Barons Place Commercial Unit 3 for rent,"A. Mabini, Street Addition Hills, San Juan",Metro Manila,San Juan,Addition Hills,"₱ 35,000",Monthly,1,1,30.0,Barons Place,4.51,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,73,73,73,73,Swire Elan Studio unit for Rent,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 25,000",Monthly,1,1,40.0,Swire Elan Suites,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
74,74,74,74,74,2 BR unit in Viridian Greenhills FOR LEASE,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 125,000",Monthly,2,2,127.0,Viridian in Greenhills,4.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75,75,75,75,75,One Wilson Square - 120 SQM Condominium - High End Location,"One Wilson Square, 35 Wilson, Greenhills, San Juan, 1500 Metro Manila Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 120,000",Monthly,3,2,120.0,One Wilson Square,4.91,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,76,76,76,76,Brand new 2 Bedroom unit Greenhills One Wilson Square Condo for rent,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 60,000",Monthly,2,2,61.0,One Wilson Square,4.91,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
77,77,77,77,77,3 Bedroom w/ Parking - One Wilson Square - Greenhills (21st Floor),"Wilson St. corner Ortigas Ave, Greenhills, San Juan Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 70,000",Monthly,3,2,117.0,One Wilson Square,4.91,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
78,78,78,78,78,1 Bedroom Fully Furnished with Parking,"Philippines, Metro Manila, Quezon City, Annapolis Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 35,000",Monthly,1,1,47.0,Swire Elan Suites,4.91,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,79,79,79,79,"Viridian Greenhills 2 Bedroom Large Unit for Rent near Ortigas, Xavier and ICA","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 90,000",Monthly,2,2,144.0,Viridian in Greenhills,4.91,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
80,80,80,80,80,1bedroom Unit At One Wilson Square With Parking,"ONE WILSON SQUARE Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 50,000",Monthly,1,1,47.0,One Wilson Square,4.91,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
81,81,81,81,81,Viridian at Greenhills 2 Bedroom with 2 parking and balcony For Lease,"Philippines, Metro Manila, 1503, San Juan, Connecticut St Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 140,000",Monthly,2,2,127.0,Viridian in Greenhills,4.91,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,82,82,82,82,"One Wilson Square 2 bedroom for rent at Greenhills, San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 60,000",Monthly,2,2,61.5,One Wilson Square,4.91,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,83,83,83,83,Fully Furnished Beautiful 1br in The Viridian Greenhills Ortigas for rent,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 90,000",Monthly,1,1,96.0,Viridian in Greenhills,4.91,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,84,84,84,84,Ortigas Viridian Greenhills beautiful fully furnished studio for rent,"Connecticut, San Juan, Metro Manila Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 45,000",Monthly,1,1,48.0,Viridian in Greenhills,4.91,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
85,85,85,85,85,Viridian Greenhills Studio,"Philippines, San Juan, Connecticut St Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 50,000",Monthly,1,1,42.0,Viridian in Greenhills,4.91,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
86,86,86,86,86,"BGE - For Lease: 2 Bedroom Unit in Viridian in Greenhills, Greenhills, San Juan","Connecticut St, San Juan, Metro Manila Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 115,000",Monthly,2,2,127.0,Viridian in Greenhills,4.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
87,87,87,87,87,"CBN For Lease: 3 Bedroom Unit in The Viridian in Greenhils, San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 120,000",Monthly,3,2,141.0,Viridian in Greenhills,4.91,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
88,88,88,88,88,"For Rent Studio Unit at The Viridian in Greenhills, San Juan, Metro Manila","Philippines, San Juan, Connecticut St Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 45,000",Monthly,1,1,39.0,The Viridian,4.91,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
89,89,89,89,89,Wilshire Plaza Annapolis San Juan for Lease! 1 Bedroom,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 32,000",Monthly,1,1,52.0,Annapolis Wilshire Plaza,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,90,90,90,90,Viridian in Greenhills for rent semi furnished 2 Bedroom with 2 parking slots,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 130,000",Monthly,2,2,127.0,Viridian,4.91,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0
91,91,91,91,91,"1 BR with Balcony for Rent in Baron Tower Residences, San Juan City","Wilson St., San Juan City, Metro Manila Addition Hills, San Juan",Metro Manila,San Juan,Addition Hills,"₱ 38,000",Monthly,1,1,46.01,Baron Tower Residences,4.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,92,92,92,92,"For Lease Residential condominium LPL Tower Eisenhower St, Greenhills, San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 40,000",Monthly,1,1,50.0,LPL Greenhills Condominium,4.91,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,93,93,93,93,"Fully Furnished 1BR Viridian Unit for Rent at Greenhills, San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 120,000",Monthly,1,1,74.0,Viridian in Greenhills,4.91,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
94,94,94,94,94,"Three Bedroom Condo Unit for Rent in Connecticut St, San Juan, Metro Manila","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 140,000",Monthly,3,3,127.0,Viridian in Greenhills,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,95,95,95,95,Studio with Balcony for rent in Viridian,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 48,000",Monthly,1,1,48.0,Viridian in Greenhills,4.91,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,96,96,96,2 bedroom 2 bath semi-furnished unit with 1 parking slot in One Wilson Square,"Wilson St corner Ortigas Avenue Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 60,000",Monthly,2,2,61.5,One Wilson Square,4.91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
97,97,97,97,97,Brand New 2 bedroom corner unit in Greenhills for lease,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 50,000",Monthly,2,2,62.0,One Wilson Square,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,98,98,98,Furnished Studio in Viridian with Parking,"The Viridian at Greenhills Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 45,000",Monthly,1,1,45.0,The Viridian in Greenhills,4.91,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,99,99,99,"2 BR Condo Unit for lease at Viridian, Greenhills","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 145,000",Monthly,2,2,144.0,Viridian in Greenhills,4.91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,100,100,100,3 Bedrooms Goldland Tower For Rent,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 50,000",Monthly,3,3,174.0,Goldland Tower,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,101,101,101,101,Brand New 2 Bedroom for Lease | Wilson San Juan,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 60,000",Monthly,2,2,102.0,One86 Wilson,4.91,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102,102,102,102,102,"Modern 2 Bedroom Condo for Rent in Avalon Condominium, Cebu City","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 80,000",Monthly,2,3,90.0,Avalon Condominium,4.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,103,103,103,103,1 Bedroom Residential/Commercial Use Platinum 2000 Annapolis Greenhills For Rent,"7 Annapolis, San Juan City Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 30,000",Monthly,1,2,77.0,Platinum 2000,4.91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
