,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Listing,Location,Address1,Address2,Address3,Price,Arrangement,Num_Bedrm,Num_Bathrm,Area,Condominium,Neighborhood_Rating,Gymnasium,CCTV,Utility room,Indoor Pool,Air conditioning,Alarm System,Amphitheater,Balcony,Bar,Basement Parking,Billiards table,Broadband internet available,Built-in wardrobes,Business Center,Central air conditioning,Clinic,Club House,Drying Area,Elevators,Ensuite,Entertainment room,Fire exits,Fitness center,Floorboards,Function Room,Game Room,Gas heating,Gym,Health Club,Hydronic heating,Indoor spa,Indoor Tree House,Intercom,Jacuzzi,Laundry Area,Lobby,Lounge,Maids Room,Meeting rooms,Multi-Purpose Hall,Open fireplace,Pay TV access,Powder room,Reception Area,Sauna,Shower rooms,Sky lounge,Smoke detector,Social hall,Split-system heating,Study room,Theater,Wi-Fi,Daycare Center,Fire Alarm,Fire sprinkler system,Courtyard,Sauna.1,Library,Function area,Pond,Helipad,Open space,24-hour security,Drying area,Gazebos,Spa,Shops,Study area,Golf Area,Badminton court,Balcony.1,Basketball court,Carport,Clubhouse,Deck,Fully fenced,Garage,Garden,Gazebo,Health Club.1,Jacuzzi.1,Jogging path,Landscaped Garden,Multi-purpose lawn,Open car spaces,Outdoor spa,Parking lot,Parks,Playground,Pool bar,Remote garage,Secure parking,Shower rooms.1,Sports facilities,Swimming pool,Tennis court
104,104,104,104,104,"Brandnew 2BR condo unit for rent at ONE WILSON SQUARE, Greenhills San Juan City","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 45,000",Monthly,2,2,75.0,One Wilson Square,4.91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
105,105,105,105,105,"Brandnew 2BR Condo unit at one Wilson Square, Greenhills San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 45,000",Monthly,2,2,75.0,One Wilson Square,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,106,106,106,106,"1 bedroom Condominium for rent in Greenhills, San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 35,000",Monthly,1,1,47.0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107,107,107,107,107,"1 bedroom Condominium for Rent in Greenhills, San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 35,000",Monthly,1,1,47.0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,108,108,108,"Furnished 2BR Unit for Rent in Fortune Hill, Addition Hills, San Juan City","A. Luna Addition Hills, San Juan",Metro Manila,San Juan,Addition Hills,"₱ 80,000",,2,2,110.0,Fortune Hill,4.51,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
109,109,109,109,109,1 Bedroom Unit Fully Furnished in Swire Elan Suite Condominium for rent,"49 Annapolis Street, Greenhills, San Juan City Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 25,000",Monthly,1,1,43.0,Swire Elan Suite Condominium,4.91,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
110,110,110,110,110,"For Lease 2-Bedroom Condominium Unit in Eisenhower Condominium, San Juan City","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 45,000",Monthly,2,1,75.0,The Eisenhower Condominium,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
111,111,111,111,111,Studio Unit at Chimes Greenhills for Rent,"Annapolis St Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 20,000",Monthly,1,1,23.0,Chimes Greenhills,4.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
112,112,112,112,112,"For Lease Newly Renovated Condo Unit in The Eisenhower Condominium, San Juan","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 120,000",Monthly,3,3,244.0,The Eisenhower Condominium,4.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
113,113,113,113,113,For Lease Studio Unit with Parking |One86 Wilson Condominium San Juan City,"Maytunas, San Juan",Metro Manila,San Juan,Maytunas,"₱ 30,000",Monthly,1,1,47.0,One86 Wilson,4.91,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,114,114,114,114,"Furnished 2 Bedroom Condo for Rent in Avalon Condominium, Cebu City","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 70,000",Monthly,2,3,89.0,Avalon Condominium,4.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,115,115,115,115,For Rent 3 bedroom condo beside Greenhills Shopping Center,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 45,000",Monthly,3,2,100.0,Eisenhower Tower,4.91,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116,116,116,116,116,For rent 2 Bedroom Unit in Viridian in Greenhills at San Juan,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 100,000",,2,2,127.0,Viridian in Greenhills,4.91,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
117,117,117,117,117,"81 Xavier Fully Furnished 2bedroom Unit for Rent in North Greenhills, San Juan","81 Xavier St, Greenhills, San Juan Greenhills, San Juan Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 50,000",Monthly,2,2,87.0,81 Xavier Unit Residences,4.91,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
118,118,118,118,118,"1BR Condominium unit for rent at Baron 2 Residences, San Juan City","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 38,000",Monthly,1,1,76.0,Baron 2 Residences,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,119,119,119,119,"1 Bedroom Condo Unit for rent at Baron 2 Residences, San Juan City","Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 38,000",Monthly,1,1,76.0,Baron 2 Residences,4.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,120,120,120,120,2 Bedroom Greenhills San Juan Condo with Balcony for rent,"Eisenhower Street Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 14,000",Monthly,2,1,39.0,Tiffany Mansion,4.91,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,121,121,121,121,Studio with Parking For Rent in Chimes Greenhills San Juan,"13 Annapolis St., Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 23,000",Monthly,1,1,25.0,Chimes Greenhills,4.91,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
122,122,122,122,122,For Rent Three 3 Bedrooms The Viridian Connecticut Street Greenhills San Juan,"Connecticut st Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 85,000",Monthly,3,3,143.0,Viridian in Greenhills,4.91,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
123,123,123,123,123,Spacious 1 Bedroom w/ maid's room and parking for Lease | San Juan City,"Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 35,000",Monthly,1,1,88.0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,124,124,124,Greenhills Condo - One Bedroom Swire Elan Suite,"Annapolis Steet Greenhills, San Juan",Metro Manila,San Juan,Greenhills,"₱ 20,000",Monthly,1,1,30.0,Greenhills Elan Suites,4.91,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
125,125,125,125,125,"2 Bedroom unit at One Spatial, Sitio Ligaya, Dela Paz, Pasig City","located along Amang Rodriguez St., Sitio Ligaya, Brgy Dela Paz, Pasig City Dela Paz, Pasig",Metro Manila,Pasig,Dela Paz,"₱ 18,000",Monthly,2,1,32.0,One Spatial Pasig,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
126,126,126,126,126,Rush! Bare/Semi-Furnished Mid-Rise 2 BR Condo Unit for Rent,"Dela Paz, Pasig",Metro Manila,Pasig,Dela Paz,"₱ 15,000",Monthly,2,1,33.0,One Spatial Pasig,3.14,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127,127,127,127,1BR Condo for rent in Tropicana Garden City,"Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 13,000",Monthly,1,1,27.0,Tropicana Garden City,4.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
128,128,128,128,128,Studio Condo Unit For Rent in Marikina Tropicana Garden - Marquinton,"Brgy Sto. Nino Sumulong Ave., Marikina City Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 8,000",Monthly,1,1,28.0,Tropicana Garden,4.5,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0
129,129,129,129,129,For Rent 1 Bedroom Fully Furnished Condo in Marikina,"Sumulong Ave. Brgy Sto Nino Marikina City Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 15,000",Monthly,1,1,28.0,Marquinton Residences,4.5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
130,130,130,130,130,"1BR Condo Unit For Rent in Tropicana Garden City, Marikina City","Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 15,000",,1,1,25.0,Marquinton Residences,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
131,131,131,131,131,"1-BR Condo Unit, High Floor with Panoramic View for Rent in Cordova Tower","Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 12,000",Monthly,1,1,22.0,Marquinton Residences,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132,132,132,132,132,"1 Bedroom Condo Unit For Rent in Marikina, Tropicana - Marquinton","Sumulong ave. Sto nino Marikina City Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 10,000",Monthly,1,1,28.0,Tropicana Garden City,4.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
133,133,133,133,133,2 Bedroom with view of Metro East,"Philippines, Marikina, Santo Niño, Sumulong National Rd Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 18,000",Monthly,2,1,46.0,Tropicana Garden City,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0
134,134,134,134,134,1 BR Unit at Cordova Tower in Marikina City for rent,"Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 12,000",Monthly,1,1,22.1,Marquinton Resdiences,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135,135,135,135,135,For rent 2 bedroom condo unit with appliances,"Valderama Tower Tropicana Garden Sumulong Highway Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 20,000",Monthly,2,1,42.0,Tropicana Garden City,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
136,136,136,136,136,"Rush 3 bedrooms condo for Rent at Marquinton Residences, Santo Niño, Marikina","Philippines, Marikina, Santo Niño, Cirma St Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 30,000",Monthly,3,2,67.0,Marquinton Residences,4.5,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0
137,137,137,137,137,2 Bedroom Fully Furnished Unit For Rent Condo in Marikina Marquinton / Tropicana,"Sumulong Ave. Brgy Sto Nino Marikina City Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 25,000",Monthly,2,1,45.0,Marquinton Residences,4.5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0
138,138,138,138,138,"1 Bedroom - Studio For Rent Fully Furnished Condo in Tropicana Garden, Marikina","Sumulong Ave Brgy Sto Nino Marikina City Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 12,000",Monthly,1,1,18.0,Tropicana Garden City,4.5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
139,139,139,139,139,2BR Condo For Rent in Marquinton Residences in Marikina City,"Santo Niño, Marikina",Metro Manila,Marikina,Santo Niño,"₱ 25,000",Monthly,2,1,45.0,Marquinton Residences,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
